開国	名詞,サ変接続,*,*,*,*,開国,カイコク,カイコク
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
大黒柱	名詞,一般,*,*,*,*,大黒柱,ダイコクバシラ,ダイコクバシラ
、	記号,読点,*,*,*,*,、,、,、
団塊ジュニア	名詞,固有名詞,一般,*,*,*,団塊ジュニア,ダンカイジュニア,ダンカイジュニア
世代	名詞,一般,*,*,*,*,世代,セダイ,セダイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
大量	名詞,形容動詞語幹,*,*,*,*,大量,タイリョウ,タイリョー
離職	名詞,サ変接続,*,*,*,*,離職,リショク,リショク
すれ	動詞,自立,*,*,サ変・スル,仮定形,する,スレ,スレ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
、	記号,読点,*,*,*,*,、,、,、
経済	名詞,一般,*,*,*,*,経済,ケイザイ,ケイザイ
社会	名詞,一般,*,*,*,*,社会,シャカイ,シャカイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
成り立ち	動詞,自立,*,*,五段・タ行,連用形,成り立つ,ナリタチ,ナリタチ
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん	助動詞,*,*,*,不変化型,基本形,ん,ン,ン
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
「	記号,括弧開,*,*,*,*,「,「,「
介護離職	名詞,固有名詞,一般,*,*,*,介護離職,カイゴリショク,カイゴリショク
ゼロ	名詞,数,*,*,*,*,ゼロ,ゼロ,ゼロ
」	記号,括弧閉,*,*,*,*,」,」,」
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
明確	名詞,形容動詞語幹,*,*,*,*,明確,メイカク,メイカク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
目標	名詞,一般,*,*,*,*,目標,モクヒョウ,モクヒョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
掲げ	動詞,自立,*,*,一段,連用形,掲げる,カカゲ,カカゲ
、	記号,読点,*,*,*,*,、,、,、
現役	名詞,一般,*,*,*,*,現役,ゲンエキ,ゲンエキ
世代	名詞,一般,*,*,*,*,世代,セダイ,セダイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
「	記号,括弧開,*,*,*,*,「,「,「
安心	名詞,サ変接続,*,*,*,*,安心,アンシン,アンシン
」	記号,括弧閉,*,*,*,*,」,」,」
も	助詞,係助詞,*,*,*,*,も,モ,モ
確保	名詞,サ変接続,*,*,*,*,確保,カクホ,カクホ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
社会保障	名詞,固有名詞,一般,*,*,*,社会保障,シャカイホショウ,シャカイホショー
制度	名詞,一般,*,*,*,*,制度,セイド,セイド
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
在宅	名詞,サ変接続,*,*,*,*,在宅,ザイタク,ザイタク
介護	名詞,サ変接続,*,*,*,*,介護,カイゴ,カイゴ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
負担	名詞,サ変接続,*,*,*,*,負担,フタン,フタン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
軽減	名詞,サ変接続,*,*,*,*,軽減,ケイゲン,ケイゲン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
特別養護老人ホーム	名詞,固有名詞,一般,*,*,*,特別養護老人ホーム,トクベツヨウゴロウジンホーム,トクベツヨウゴロウジンホーム
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
サービス	名詞,サ変接続,*,*,*,*,サービス,サービス,サービス
付き	名詞,接尾,一般,*,*,*,付き,ツキ,ツキ
高齢者	名詞,固有名詞,一般,*,*,*,高齢者,コウレイシャ,コウレイシャ
住宅	名詞,一般,*,*,*,*,住宅,ジュウタク,ジュータク
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
多様	名詞,形容動詞語幹,*,*,*,*,多様,タヨウ,タヨー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
介護	名詞,サ変接続,*,*,*,*,介護,カイゴ,カイゴ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
受け皿	名詞,一般,*,*,*,*,受け皿,ウケザラ,ウケザラ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
二	名詞,数,*,*,*,*,二,ニ,ニ
〇	名詞,数,*,*,*,*,〇,レイ,レイ
二	名詞,数,*,*,*,*,二,ニ,ニ
〇	名詞,数,*,*,*,*,〇,レイ,レイ
年代	名詞,接尾,助数詞,*,*,*,年代,ネンダイ,ネンダイ
初頭	名詞,副詞可能,*,*,*,*,初頭,ショトウ,ショトー
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
五	名詞,数,*,*,*,*,五,ゴ,ゴ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
万	名詞,数,*,*,*,*,万,マン,マン
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
整備	名詞,サ変接続,*,*,*,*,整備,セイビ,セイビ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
介護施設	名詞,固有名詞,一般,*,*,*,介護施設,カイゴシセツ,カイゴシセツ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
首都圏	名詞,固有名詞,一般,*,*,*,首都圏,シュトケン,シュトケン
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
国有地	名詞,固有名詞,一般,*,*,*,国有地,コクユウチ,コクユウチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
安く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,安い,ヤスク,ヤスク
提供	名詞,サ変接続,*,*,*,*,提供,テイキョウ,テイキョー
いたし	動詞,非自立,*,*,五段・サ行,連用形,いたす,イタシ,イタシ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
介護福祉士	名詞,固有名詞,一般,*,*,*,介護福祉士,カイゴフクシシ,カイゴフクシシ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
志す	動詞,自立,*,*,五段・サ行,基本形,志す,ココロザス,ココロザス
学生	名詞,一般,*,*,*,*,学生,ガクセイ,ガクセイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
返還	名詞,サ変接続,*,*,*,*,返還,ヘンカン,ヘンカン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
免除	名詞,サ変接続,*,*,*,*,免除,メンジョ,メンジョ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
奨学金	名詞,固有名詞,一般,*,*,*,奨学金,ショウガクキン,ショウガクキン
制度	名詞,一般,*,*,*,*,制度,セイド,セイド
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
充実	名詞,サ変接続,*,*,*,*,充実,ジュウジツ,ジュージツ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
一旦	副詞,一般,*,*,*,*,一旦,イッタン,イッタン
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
離れ	動詞,自立,*,*,一段,連用形,離れる,ハナレ,ハナレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
人	名詞,一般,*,*,*,*,人,ヒト,ヒト
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
復職	名詞,サ変接続,*,*,*,*,復職,フクショク,フクショク
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
場合	名詞,副詞可能,*,*,*,*,場合,バアイ,バアイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
再就職	名詞,固有名詞,一般,*,*,*,再就職,サイシュウショク,サイシュウショク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
準備金	名詞,固有名詞,一般,*,*,*,準備金,ジュンビキン,ジュンビキン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
支給	名詞,サ変接続,*,*,*,*,支給,シキュウ,シキュー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
施策	名詞,サ変接続,*,*,*,*,施策,シサク,シサク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
総動員	名詞,一般,*,*,*,*,総動員,ソウドウイン,ソードーイン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
今後	名詞,副詞可能,*,*,*,*,今後,コンゴ,コンゴ
二	名詞,数,*,*,*,*,二,ニ,ニ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
五	名詞,数,*,*,*,*,五,ゴ,ゴ
万	名詞,数,*,*,*,*,万,マン,マン
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
介護	名詞,サ変接続,*,*,*,*,介護,カイゴ,カイゴ
人材	名詞,一般,*,*,*,*,人材,ジンザイ,ジンザイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
確保	名詞,サ変接続,*,*,*,*,確保,カクホ,カクホ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
介護	名詞,サ変接続,*,*,*,*,介護,カイゴ,カイゴ
休業	名詞,サ変接続,*,*,*,*,休業,キュウギョウ,キューギョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
分割	名詞,サ変接続,*,*,*,*,分割,ブンカツ,ブンカツ
取得	名詞,サ変接続,*,*,*,*,取得,シュトク,シュトク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
休業	名詞,サ変接続,*,*,*,*,休業,キュウギョウ,キューギョー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
給付	名詞,サ変接続,*,*,*,*,給付,キュウフ,キューフ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
四十	名詞,固有名詞,人名,姓,*,*,四十,ヨト,ヨト
%	名詞,サ変接続,*,*,*,*,*
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
六	名詞,数,*,*,*,*,六,ロク,ロク
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
七	名詞,数,*,*,*,*,七,ナナ,ナナ
%	名詞,サ変接続,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
引き上げ	動詞,自立,*,*,一段,連用形,引き上げる,ヒキアゲ,ヒキアゲ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
所定	名詞,一般,*,*,*,*,所定,ショテイ,ショテイ
外	名詞,接尾,一般,*,*,*,外,ガイ,ガイ
労働	名詞,サ変接続,*,*,*,*,労働,ロウドウ,ロードー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
免除	名詞,サ変接続,*,*,*,*,免除,メンジョ,メンジョ
、	記号,読点,*,*,*,*,、,、,、
短時間	名詞,副詞可能,*,*,*,*,短時間,タンジカン,タンジカン
勤務	名詞,サ変接続,*,*,*,*,勤務,キンム,キンム
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
と	助詞,格助詞,引用,*,*,*,と,ト,ト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト
と	助詞,並立助詞,*,*,*,*,と,ト,ト
介護	名詞,サ変接続,*,*,*,*,介護,カイゴ,カイゴ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
両立	名詞,サ変接続,*,*,*,*,両立,リョウリツ,リョーリツ
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル
社会	名詞,一般,*,*,*,*,社会,シャカイ,シャカイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
創り	動詞,自立,*,*,五段・ラ行,連用形,創る,ツクリ,ツクリ
上げ	動詞,自立,*,*,一段,連用形,上げる,アゲ,アゲ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
高齢者	名詞,固有名詞,一般,*,*,*,高齢者,コウレイシャ,コウレイシャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
割	名詞,接尾,助数詞,*,*,*,割,ワリ,ワリ
近く	名詞,副詞可能,*,*,*,*,近く,チカク,チカク
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
六	名詞,数,*,*,*,*,六,ロク,ロク
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
五	名詞,数,*,*,*,*,五,ゴ,ゴ
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
超え	動詞,自立,*,*,一段,連用形,超える,コエ,コエ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
も	助詞,係助詞,*,*,*,*,も,モ,モ
働き	動詞,自立,*,*,五段・カ行イ音便,連用形,働く,ハタラキ,ハタラキ
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
願っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,願う,ネガッ,ネガッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
おら	動詞,自立,*,*,五段・ラ行,未然形,おる,オラ,オラ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
。	記号,句点,*,*,*,*,。,。,。
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン
勇気	名詞,一般,*,*,*,*,勇気,ユウキ,ユーキ
付け	動詞,自立,*,*,一段,未然形,付ける,ツケ,ツケ
られる	動詞,接尾,*,*,一段,基本形,られる,ラレル,ラレル
数字	名詞,一般,*,*,*,*,数字,スウジ,スージ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
高齢者	名詞,固有名詞,一般,*,*,*,高齢者,コウレイシャ,コウレイシャ
も	助詞,係助詞,*,*,*,*,も,モ,モ
雇用保険	名詞,固有名詞,一般,*,*,*,雇用保険,コヨウホケン,コヨウホケン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
適用対象	名詞,固有名詞,一般,*,*,*,適用対象,ホウキタイショウ,ホウキタイショー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
再就職	名詞,固有名詞,一般,*,*,*,再就職,サイシュウショク,サイシュウショク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
支援	名詞,サ変接続,*,*,*,*,支援,シエン,シエン
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
、	記号,読点,*,*,*,*,、,、,、
多様	名詞,形容動詞語幹,*,*,*,*,多様,タヨウ,タヨー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
就労	名詞,サ変接続,*,*,*,*,就労,シュウロウ,シューロー
機会	名詞,一般,*,*,*,*,機会,キカイ,キカイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
提供	名詞,サ変接続,*,*,*,*,提供,テイキョウ,テイキョー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
更に	副詞,助詞類接続,*,*,*,*,更に,サラニ,サラニ
「	記号,括弧開,*,*,*,*,「,「,「
ニッポン	名詞,固有名詞,地域,国,*,*,ニッポン,ニッポン,ニッポン
一	名詞,数,*,*,*,*,一,イチ,イチ
億	名詞,数,*,*,*,*,億,オク,オク
総	接頭詞,名詞接続,*,*,*,*,総,ソウ,ソー
活躍	名詞,サ変接続,*,*,*,*,活躍,カツヤク,カツヤク
プラン	名詞,一般,*,*,*,*,プラン,プラン,プラン
」	記号,括弧閉,*,*,*,*,」,」,」
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
定年	名詞,一般,*,*,*,*,定年,テイネン,テイネン
延長	名詞,サ変接続,*,*,*,*,延長,エンチョウ,エンチョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
積極	名詞,形容動詞語幹,*,*,*,*,積極,セッキョク,セッキョク
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
企業	名詞,一般,*,*,*,*,企業,キギョウ,キギョー
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
支援	名詞,サ変接続,*,*,*,*,支援,シエン,シエン
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
、	記号,読点,*,*,*,*,、,、,、
定年	名詞,一般,*,*,*,*,定年,テイネン,テイネン
引上げ	名詞,サ変接続,*,*,*,*,引上げ,ヒキアゲ,ヒキアゲ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
環境	名詞,一般,*,*,*,*,環境,カンキョウ,カンキョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
整え	動詞,自立,*,*,一段,連用形,整える,トトノエ,トトノエ
、	記号,読点,*,*,*,*,、,、,、
働き	動詞,自立,*,*,五段・カ行イ音便,連用形,働く,ハタラキ,ハタラキ
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
願う	動詞,自立,*,*,五段・ワ行促音便,基本形,願う,ネガウ,ネガウ
高齢	名詞,一般,*,*,*,*,高齢,コウレイ,コーレイ
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
道	名詞,一般,*,*,*,*,道,ミチ,ミチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
拓い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,拓く,ヒライ,ヒライ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
いつまでも	名詞,固有名詞,一般,*,*,*,いつまでも,イツマデモ,イツマデモ
、	記号,読点,*,*,*,*,、,、,、
元気	名詞,形容動詞語幹,*,*,*,*,元気,ゲンキ,ゲンキ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
、	記号,読点,*,*,*,*,、,、,、
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
豊富	名詞,形容動詞語幹,*,*,*,*,豊富,ホウフ,ホーフ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
経験	名詞,サ変接続,*,*,*,*,経験,ケイケン,ケイケン
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
知恵	名詞,一般,*,*,*,*,知恵,チエ,チエ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
