まず	副詞,一般,*,*,*,*,まず,マズ,マズ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
燃料電池自動車	名詞,固有名詞,一般,*,*,*,燃料電池自動車,ネンリョウデンチジドウシャ,ネンリョウデンチジドウシャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
普及	名詞,サ変接続,*,*,*,*,普及,フキュウ,フキュー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
加速	名詞,サ変接続,*,*,*,*,加速,カソク,カソク
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
せ	動詞,接尾,*,*,一段,連用形,せる,セ,セ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
規模	名詞,一般,*,*,*,*,規模,キボ,キボ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
建築	名詞,サ変接続,*,*,*,*,建築,ケンチク,ケンチク
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
省エネ	名詞,一般,*,*,*,*,省エネ,ショウエネ,ショーエネ
基準	名詞,一般,*,*,*,*,基準,キジュン,キジュン
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
適合	名詞,サ変接続,*,*,*,*,適合,テキゴウ,テキゴー
義務	名詞,一般,*,*,*,*,義務,ギム,ギム
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
課す	動詞,自立,*,*,五段・サ行,基本形,課す,カス,カス
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
、	記号,読点,*,*,*,*,、,、,、
省エネ	名詞,一般,*,*,*,*,省エネ,ショウエネ,ショーエネ
対策	名詞,サ変接続,*,*,*,*,対策,タイサク,タイサク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
抜本	名詞,一般,*,*,*,*,抜本,バッポン,バッポン
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
強化	名詞,サ変接続,*,*,*,*,強化,キョウカ,キョーカ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
安全性	名詞,固有名詞,一般,*,*,*,安全性,アンゼンセイ,アンゼンセイ
、	記号,読点,*,*,*,*,、,、,、
安定	名詞,形容動詞語幹,*,*,*,*,安定,アンテイ,アンテイ
供給	名詞,サ変接続,*,*,*,*,供給,キョウキュウ,キョーキュー
、	記号,読点,*,*,*,*,、,、,、
効率性	名詞,固有名詞,一般,*,*,*,効率性,コウリツセイ,コウリツセイ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
環境	名詞,一般,*,*,*,*,環境,カンキョウ,カンキョー
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
適合	名詞,サ変接続,*,*,*,*,適合,テキゴウ,テキゴー
。	記号,句点,*,*,*,*,。,。,。
これら	名詞,代名詞,一般,*,*,*,これら,コレラ,コレラ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
十分	名詞,形容動詞語幹,*,*,*,*,十分,ジュウブン,ジューブン
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
検証	名詞,サ変接続,*,*,*,*,検証,ケンショウ,ケンショー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
エネルギー	名詞,一般,*,*,*,*,エネルギー,エネルギー,エネルギー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ベスト	名詞,一般,*,*,*,*,ベスト,ベスト,ベスト
ミックス	名詞,サ変接続,*,*,*,*,ミックス,ミックス,ミックス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
創り	動詞,自立,*,*,五段・ラ行,連用形,創る,ツクリ,ツクリ
上げ	動詞,非自立,*,*,一段,連用形,上げる,アゲ,アゲ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
温暖化	名詞,固有名詞,一般,*,*,*,温暖化,オンダンカ,オンダンカ
対策	名詞,サ変接続,*,*,*,*,対策,タイサク,タイサク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
リード	名詞,サ変接続,*,*,*,*,リード,リード,リード
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
COP	名詞,一般,*,*,*,*,*
二	名詞,数,*,*,*,*,二,ニ,ニ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
一	名詞,数,*,*,*,*,一,イチ,イチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
、	記号,読点,*,*,*,*,、,、,、
温室効果ガス	名詞,固有名詞,一般,*,*,*,温室効果ガス,オンシツコウカガス,オンシツコウカガス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
排出	名詞,サ変接続,*,*,*,*,排出,ハイシュツ,ハイシュツ
について	助詞,格助詞,連語,*,*,*,について,ニツイテ,ニツイテ
、	記号,読点,*,*,*,*,、,、,、
新しい	形容詞,自立,*,*,形容詞・イ段,基本形,新しい,アタラシイ,アタラシイ
削減	名詞,サ変接続,*,*,*,*,削減,サクゲン,サクゲン
目標	名詞,一般,*,*,*,*,目標,モクヒョウ,モクヒョー
と	助詞,並立助詞,*,*,*,*,と,ト,ト
具体	名詞,一般,*,*,*,*,具体,グタイ,グタイ
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
行動	名詞,サ変接続,*,*,*,*,行動,コウドウ,コードー
計画	名詞,サ変接続,*,*,*,*,計画,ケイカク,ケイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
できるだけ	副詞,一般,*,*,*,*,できるだけ,デキルダケ,デキルダケ
早期	名詞,一般,*,*,*,*,早期,ソウキ,ソーキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
策定	名詞,サ変接続,*,*,*,*,策定,サクテイ,サクテイ
いたし	動詞,非自立,*,*,五段・サ行,連用形,いたす,イタシ,イタシ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
各般	名詞,一般,*,*,*,*,各般,カクハン,カクハン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進める	動詞,自立,*,*,一段,基本形,進める,ススメル,ススメル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
、	記号,読点,*,*,*,*,、,、,、
行政改革	名詞,固有名詞,一般,*,*,*,行政改革,ギョウセイカイカク,ギョウセイカイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
併せ	動詞,自立,*,*,一段,連用形,併せる,アワセ,アワセ
、	記号,読点,*,*,*,*,、,、,、
断行	名詞,サ変接続,*,*,*,*,断行,ダンコウ,ダンコー
いたし	動詞,非自立,*,*,五段・サ行,連用形,いたす,イタシ,イタシ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
歴代	名詞,一般,*,*,*,*,歴代,レキダイ,レキダイ
内閣	名詞,一般,*,*,*,*,内閣,ナイカク,ナイカク
で	助詞,格助詞,一般,*,*,*,で,デ,デ
肥大化	名詞,固有名詞,一般,*,*,*,肥大化,ヒダイカ,ヒダイカ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
一途	名詞,一般,*,*,*,*,一途,イット,イット
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
辿	動詞,自立,*,*,五段・ラ行,体言接続特殊２,辿る,タド,タド
(	名詞,サ変接続,*,*,*,*,*
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ど	助詞,接続助詞,*,*,*,*,ど,ド,ド
)	名詞,サ変接続,*,*,*,*,*
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
き	動詞,自立,*,*,カ変・クル,連用形,くる,キ,キ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
、	記号,読点,*,*,*,*,、,、,、
内閣官房	名詞,固有名詞,一般,*,*,*,内閣官房,ナイカクカンボウ,ナイカクカンボー
・	記号,一般,*,*,*,*,・,・,・
内閣府	名詞,固有名詞,一般,*,*,*,内閣府,ナイカクフ,ナイカクフ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
事務	名詞,一般,*,*,*,*,事務,ジム,ジム
の	助詞,連体化,*,*,*,*,の,ノ,ノ
一部	名詞,副詞可能,*,*,*,*,一部,イチブ,イチブ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
各省	名詞,一般,*,*,*,*,各省,カクショウ,カクショー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
移管	名詞,サ変接続,*,*,*,*,移管,イカン,イカン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
重要	名詞,形容動詞語幹,*,*,*,*,重要,ジュウヨウ,ジューヨー
政策	名詞,一般,*,*,*,*,政策,セイサク,セイサク
における	助詞,格助詞,連語,*,*,*,における,ニオケル,ニオケル
内閣	名詞,一般,*,*,*,*,内閣,ナイカク,ナイカク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
総合	名詞,サ変接続,*,*,*,*,総合,ソウゴウ,ソーゴー
調整	名詞,サ変接続,*,*,*,*,調整,チョウセイ,チョーセイ
機能	名詞,サ変接続,*,*,*,*,機能,キノウ,キノー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
機動	名詞,一般,*,*,*,*,機動,キドウ,キドー
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
発揮	名詞,サ変接続,*,*,*,*,発揮,ハッキ,ハッキ
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
体制	名詞,一般,*,*,*,*,体制,タイセイ,タイセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
整え	動詞,自立,*,*,一段,連用形,整える,トトノエ,トトノエ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
七	名詞,数,*,*,*,*,七,ナナ,ナナ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
独立行政法人	名詞,固有名詞,一般,*,*,*,独立行政法人,ドクリツギョウセイホウジン,ドクリツギョウセイホウジン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
法人	名詞,一般,*,*,*,*,法人,ホウジン,ホージン
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
統合	名詞,サ変接続,*,*,*,*,統合,トウゴウ,トーゴー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
私たち	名詞,固有名詞,一般,*,*,*,私たち,ワタシタチ,ワタシタチ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
進める	動詞,自立,*,*,一段,基本形,進める,ススメル,ススメル
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
単なる	連体詞,*,*,*,*,*,単なる,タンナル,タンナル
数	名詞,一般,*,*,*,*,数,カズ,カズ
合わせ	名詞,接尾,一般,*,*,*,合わせ,アワセ,アワセ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん	助動詞,*,*,*,不変化型,基本形,ん,ン,ン
。	記号,句点,*,*,*,*,。,。,。
攻め	名詞,一般,*,*,*,*,攻め,セメ,セメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ
諸	接頭詞,名詞接続,*,*,*,*,諸,ショ,ショ
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
強力	名詞,形容動詞語幹,*,*,*,*,強力,キョウリョク,キョーリョク
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
統合	名詞,サ変接続,*,*,*,*,統合,トウゴウ,トーゴー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あり	助動詞,*,*,*,五段・ラ行アル,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
金融庁	名詞,固有名詞,一般,*,*,*,金融庁,キンユウチョウ,キンユウチョー
検査	名詞,サ変接続,*,*,*,*,検査,ケンサ,ケンサ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
導入	名詞,サ変接続,*,*,*,*,導入,ドウニュウ,ドーニュー
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
、	記号,読点,*,*,*,*,、,、,、
法人	名詞,一般,*,*,*,*,法人,ホウジン,ホージン
毎	名詞,接尾,一般,*,*,*,毎,ゴト,ゴト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
業務	名詞,一般,*,*,*,*,業務,ギョウム,ギョーム
の	助詞,連体化,*,*,*,*,の,ノ,ノ
特性	名詞,一般,*,*,*,*,特性,トクセイ,トクセイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
応じ	動詞,自立,*,*,一段,連用形,応じる,オウジ,オージ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ガバナンス	名詞,固有名詞,一般,*,*,*,ガバナンス,ガバナンス,ガバナンス
体制	名詞,一般,*,*,*,*,体制,タイセイ,タイセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
整備	名詞,サ変接続,*,*,*,*,整備,セイビ,セイビ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
独立行政法人	名詞,固有名詞,一般,*,*,*,独立行政法人,ドクリツギョウセイホウジン,ドクリツギョウセイホウジン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
政策	名詞,一般,*,*,*,*,政策,セイサク,セイサク
実施	名詞,サ変接続,*,*,*,*,実施,ジッシ,ジッシ
機能	名詞,サ変接続,*,*,*,*,機能,キノウ,キノー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
強化	名詞,サ変接続,*,*,*,*,強化,キョウカ,キョーカ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
四月	名詞,副詞可能,*,*,*,*,四月,シガツ,シガツ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
研究開発	名詞,固有名詞,一般,*,*,*,研究開発,ケンキュウカイハツ,ケンキュウカイハツ
機構	名詞,一般,*,*,*,*,機構,キコウ,キコー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
始動	名詞,サ変接続,*,*,*,*,始動,シドウ,シドー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
革新	名詞,サ変接続,*,*,*,*,革新,カクシン,カクシン
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
がん	名詞,一般,*,*,*,*,がん,ガン,ガン
治療	名詞,サ変接続,*,*,*,*,治療,チリョウ,チリョー
薬	名詞,接尾,一般,*,*,*,薬,ヤク,ヤク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
開発	名詞,サ変接続,*,*,*,*,開発,カイハツ,カイハツ
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
iPS細胞	名詞,固有名詞,一般,*,*,*,iPS細胞,アイピーエスサイボウ,アイピーエスサイボー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
臨床	名詞,一般,*,*,*,*,臨床,リンショウ,リンショー
応用	名詞,サ変接続,*,*,*,*,応用,オウヨウ,オーヨー
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
取り組み	動詞,自立,*,*,五段・マ行,連用形,取り組む,トリクミ,トリクミ
、	記号,読点,*,*,*,*,、,、,、
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
、	記号,読点,*,*,*,*,、,、,、
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
イノベーション	名詞,一般,*,*,*,*,イノベーション,イノベーション,イノベーション
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
起こし	動詞,自立,*,*,五段・サ行,連用形,起こす,オコシ,オコシ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
「	記号,括弧開,*,*,*,*,「,「,「
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
最も	副詞,一般,*,*,*,*,最も,モットモ,モットモ
イノベーション	名詞,一般,*,*,*,*,イノベーション,イノベーション,イノベーション
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
適し	動詞,自立,*,*,五段・サ行,連用形,適す,テキシ,テキシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
国	名詞,一般,*,*,*,*,国,クニ,クニ
」	記号,括弧閉,*,*,*,*,」,」,」
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
世界中	名詞,一般,*,*,*,*,世界中,セカイジュウ,セカイジュー
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
超	接頭詞,名詞接続,*,*,*,*,超,チョウ,チョー
一流	名詞,一般,*,*,*,*,一流,イチリュウ,イチリュー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
研究者	名詞,固有名詞,一般,*,*,*,研究者,ケンキュウシャ,ケンキュウシャ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
集める	動詞,自立,*,*,一段,基本形,集める,アツメル,アツメル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
、	記号,読点,*,*,*,*,、,、,、
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
最高	名詞,一般,*,*,*,*,最高,サイコウ,サイコー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
環境	名詞,一般,*,*,*,*,環境,カンキョウ,カンキョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
備え	動詞,自立,*,*,一段,連用形,備える,ソナエ,ソナエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
新た	名詞,形容動詞語幹,*,*,*,*,新た,アラタ,アラタ
